row,col,value
25,35,-3.09485058952e-18
25,36,-.0000841707479455
26,1,0
26,2,.0001646100527834
26,3,.0001826029610508
26,4,.0002131580927423
26,5,.0002309179642656
26,6,.0001978191822051
26,7,.0002337181158338
26,8,.0002245863101499
26,9,.0002510682825304
26,10,.0002991729316567
26,11,-.0428404123374848
26,12,.0002505710257971
26,13,.0002834343945109
26,14,.0002407679923251
26,15,.000286412065751
26,16,.000245851846123
26,17,.0002424454312985
26,18,.000220004880845
26,19,.0002936191638086
26,20,.0002406998606844
26,21,.0002322823420559
26,22,.0002780321459833
26,23,.0001877622647251
26,24,.0002683908075296
26,25,.0002845423431924
26,26,.0040830626082302
26,27,.00033293520311
26,28,.0002719776781132
26,29,.000305685912369
26,30,.0002864398279962
26,31,.0004796000836748
26,32,.0000931660809604
26,33,.0002952846380921
26,34,.0003753881035079
26,35,-5.13571721799e-19
26,36,-.000093166080954
27,1,0
27,2,.0002497441065457
27,3,.0002575192071658
27,4,.000319099301115
27,5,.0003225576640063
27,6,.0002973515092119
27,7,.0003318653300062
27,8,.0003334153111485
27,9,.0003461972423971
27,10,.0004353112756676
27,11,-.0408932376609109
27,12,.0003646261210705
27,13,.0003909780519114
27,14,.000352325893786
27,15,.0004038617371957
27,16,.0003648523527183
27,17,.0003257275331137
27,18,.0003082335139216
27,19,.0004113429642225
27,20,.000348485779337
27,21,.0003236222540284
27,22,.000392525101702
27,23,.0002623092667326
27,24,.0003844080404931
27,25,.0003851329188363
27,26,.00033293520311
27,27,.002464302576821
27,28,.0003901351227488
27,29,.0004078189462496
27,30,.0004014268486238
27,31,.0006924850218572
27,32,.000141472252204
27,33,.0002557124076546
27,34,.00054849036271
27,35,-7.40094269885e-19
27,36,-.0001414722521942
28,1,0
28,2,.0002157703120392
28,3,.0002114122349411
28,4,.0002730360944812
28,5,.000262527606633
28,6,.0002551499328378
28,7,.000273431110758
28,8,.0002835053558181
28,9,.0002793676183192
28,10,.0003651470135811
28,11,-.0234125821717985
28,12,.0003058136896658
28,13,.0003153058951797
28,14,.0002952432935858
28,15,.000330833476996
28,16,.0003097724158391
28,17,.0002576553558901
28,18,.0002513948172676
28,19,.0003358657828819
28,20,.0002912606056443
28,21,.0002627935948977
28,22,.0003211018341935
28,23,.0002119783541272
28,24,.0003187147069939
28,25,.000305671921197
28,26,.0002719776781132
28,27,.0003901351227488
28,28,.0012438658608147
28,29,.0003192700792125
28,30,.0003253026236294
28,31,.0005751980023874
28,32,.000121921408976
28,33,.0001098165560915
28,34,.0004614571153084
28,35,-4.32895659394e-19
28,36,-.0001219214089675
29,1,0
29,2,.0001388424983892
29,3,.0002305698632673
29,4,.0001969128857268
29,5,.0003041670521876
29,6,.000177953862072
29,7,.00028670335314
29,8,.0002186223728383
29,9,.0003479557739669
29,10,.0003256971213084
29,11,-.1300359921447464
29,12,.0002727286146577
29,13,.0003925446063272
29,14,.0002560343891253
29,15,.0003626503942042
29,16,.0002403094282867
29,17,.0003694856903519
29,18,.0002862340169431
29,19,.0003816688557353
29,20,.0002689038036422
29,21,.0003093538135584
29,22,.00035100226522
29,23,.0002489185733308
29,24,.0003162825443516
29,25,.0004233365715854
29,26,.000305685912369
29,27,.0004078189462496
29,28,.0003192700792125
29,29,.0037911692565327
29,30,.0003746690156235
29,31,.0005442607046313
29,32,.0000785636282554
29,33,.0010052391528981
29,34,.0003996977019754
29,35,-1.19666857886e-18
29,36,-.0000785636282501
30,1,0
30,2,.0001937379135868
30,3,.000220597797147
30,4,.0002519350468495
30,5,.0002794822756274
30,6,.0002334748759309
30,7,.0002813014015598
30,8,.0002660947804263
30,9,.0003055772909564
30,10,.0003571386081999
30,11,-.061409282228876
30,12,.0002990536560182
30,13,.0003446236256146
30,14,.0002854747946806
30,15,.0003453440105876
30,16,.0002909823399492
30,17,.0002977802291423
30,18,.0002659643388876
30,19,.0003553571723909
30,20,.0002878205857215
30,21,.0002812957578445
30,22,.0003343689864627
30,23,.0002256848063596
30,24,.0003220570780535
30,25,.0003477891648707
30,26,.0002864398279962
30,27,.0004014268486238
30,28,.0003253026236294
30,29,.0003746690156235
30,30,.0021820005619231
30,31,.000568869493728
30,32,.0001092957644224
30,33,.0004013490453072
30,34,.0004474796492014
30,35,-5.95450311754e-19
30,36,-.0001092957644148
31,1,0
31,2,.0003938238244476
31,3,.0003740939797121
31,4,.0004961295287875
31,5,.0004618368703259
31,6,.0004644009773972
31,7,.0004849245131837
31,8,.000513594642691
31,9,.0004893822124078
31,10,.0006551766003117
31,11,-.0705905875507042
31,12,.0005487816209853
31,13,.0005515997221352
31,14,.00053257618879
31,15,.000584438789667
31,16,.0005618261418264
31,17,.000446857812437
31,18,.0004428333470052
31,19,.0005923176310211
31,20,.0005213976949712
31,21,.0004615265472301
31,22,.0005665894018689
31,23,.0003696039941761
31,24,.000567611836514
31,25,.0005284602458861
31,26,.0004796000836748
31,27,.0006924850218572
31,28,.0005751980023874
31,29,.0005442607046313
31,30,.000568869493728
31,31,.0158392000786664
31,32,.0002238654164376
31,33,.000076571307643
31,34,.0008295647935077
31,35,-7.26068055231e-19
31,36,-.0002238654164216
32,1,0
32,2,-.0007899200976461
32,3,.0000742031205856
32,4,.0001218318138585
32,5,.0000875800262802
32,6,.0001154096354301
32,7,.0000989691621143
32,8,.0001228700982102
32,9,.0000869094516295
32,10,.0001468817753659
32,11,.019107550706795
32,12,.0001230313565746
32,13,.0000981612006048
32,14,.0001207639781316
32,15,.0001157052291584
32,16,.0001339152896689
32,17,.0000676239543312
32,18,.0000851665231962
32,19,.000113939591251
32,20,.0001148161510599
32,21,.0000864195796783
32,22,.0001126189792205
32,23,.0000700005283814
32,24,.0001199717739789
32,25,.0000841707479512
32,26,.0000931660809604
32,27,.000141472252204
32,28,.000121921408976
32,29,.0000785636282554
32,30,.0001092957644224
32,31,.0002238654164376
32,32,.0022345407427484
32,33,-.0001893581345472
32,34,.0001886870167137
32,35,-1.49489403309e-17
32,36,-.0022345407425916
33,1,0
33,2,-.0003351302901458
33,3,.0001911002163753
33,4,-.0003077462152021
33,5,.0003350855837541
33,6,-.0003208627307768
33,7,.0001836003021026
33,8,-.0002419508258901
33,9,.0004902037059225
33,10,-.0000689450091073
33,11,-.5840148617729432
33,12,-.0000580625926972
33,13,.0005521498429448
33,14,-.0000977139943305
33,15,.0003085858262075
33,16,-.000257025846851
33,17,.0007189180270396
33,18,.0002931782419382
33,19,.0003879007133632
33,20,-4.94396750734e-06
33,21,.000362179056999
33,22,.000293513479198
33,23,.0002877502112162
33,24,.0001155955709391
33,25,.0007702279301452
33,26,.0002952846380921
33,27,.0002557124076546
33,28,.0001098165560915
33,29,.0010052391528981
33,30,.0004013490453072
33,31,.000076571307643
33,32,-.0001893581345472
33,33,.0049642461405042
33,34,-.0001525367788856
33,35,-8.33838724511e-19
33,36,.000189358134533
34,1,0
34,2,.0003334464535986
34,3,.0002939691726992
34,4,.0004147661099667
