seed,K,phi_lo,phi_hi,phi_cov,phi_n_islands,n_lo,n_hi,n_cov,n_n_islands,a_lo,a_hi,a_cov,a_n_islands,a_target,t_lo,t_hi,t_cov,t_n_islands
2140,14,-0.5199999999999978,-0.45999999999999774,True,1,0.06000000000000094,0.13500000000000112,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.6900000000000492,-0.560000000000052,True,1
2141,14,,,False,0,,,False,0,,,False,0,-0.275,,,False,0
2142,14,-0.5399999999999978,-0.45999999999999774,True,1,0.06500000000000083,0.15000000000000102,True,1,-0.28999999999999937,-0.26499999999999935,True,1,-0.275,-0.7400000000000482,-0.5900000000000514,True,1
2143,14,-0.5399999999999978,-0.45999999999999774,True,1,0.06000000000000094,0.1450000000000009,True,1,-0.27999999999999936,-0.25499999999999934,True,1,-0.275,-0.7100000000000488,-0.560000000000052,True,1
2144,14,-0.47999999999999776,-0.45999999999999774,False,1,0.05000000000000093,0.08500000000000085,False,1,-0.2949999999999994,-0.27999999999999936,False,1,-0.275,-0.6400000000000503,-0.5900000000000514,False,1
2145,14,-0.5399999999999978,-0.4999999999999978,True,1,0.09000000000000097,0.13500000000000112,True,1,-0.28499999999999936,-0.26999999999999935,True,1,-0.275,-0.7300000000000484,-0.6300000000000505,True,1
2146,14,-0.47999999999999776,-0.47999999999999776,False,1,0.09000000000000097,0.10000000000000098,True,1,-0.27499999999999936,-0.27499999999999936,False,1,-0.275,-0.6200000000000507,-0.610000000000051,False,1
2147,14,-0.5599999999999978,-0.47999999999999776,True,1,0.06500000000000083,0.15500000000000114,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.7800000000000473,-0.6000000000000512,True,1
2148,14,-0.5399999999999978,-0.45999999999999774,True,1,0.040000000000000924,0.140000000000001,True,1,-0.2999999999999994,-0.26999999999999935,True,1,-0.275,-0.7600000000000477,-0.5800000000000516,True,1
2149,14,-0.5399999999999978,-0.47999999999999776,True,1,0.07000000000000095,0.130000000000001,True,1,-0.27999999999999936,-0.25999999999999934,True,1,-0.275,-0.7300000000000484,-0.610000000000051,True,1
2150,14,-0.5599999999999978,-0.4999999999999978,True,1,0.09500000000000108,0.16500000000000092,True,1,-0.28999999999999937,-0.26999999999999935,True,1,-0.275,-0.8000000000000469,-0.6500000000000501,False,1
2151,14,-0.5399999999999978,-0.47999999999999776,True,1,0.07000000000000095,0.15500000000000114,True,1,-0.28499999999999936,-0.25499999999999934,True,1,-0.275,-0.750000000000048,-0.5900000000000514,True,1
2152,14,,,False,0,,,False,0,,,False,0,-0.275,,,False,0
2153,14,-0.5399999999999978,-0.45999999999999774,True,1,0.05500000000000105,0.1450000000000009,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.7200000000000486,-0.5700000000000518,True,1
2154,14,-0.5399999999999978,-0.47999999999999776,True,1,0.07000000000000095,0.1450000000000009,True,1,-0.28999999999999937,-0.26999999999999935,True,1,-0.275,-0.7600000000000477,-0.6200000000000507,True,1
2155,14,-0.4999999999999978,-0.47999999999999776,False,1,0.08000000000000096,0.10500000000000087,True,1,-0.27499999999999936,-0.26499999999999935,False,1,-0.275,-0.6700000000000497,-0.610000000000051,True,1
2156,14,-0.5399999999999978,-0.45999999999999774,True,1,0.04500000000000082,0.13500000000000112,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.7400000000000482,-0.5700000000000518,True,1
2157,14,-0.5399999999999978,-0.47999999999999776,True,1,0.08000000000000096,0.140000000000001,True,1,-0.28499999999999936,-0.26499999999999935,True,1,-0.275,-0.7200000000000486,-0.6000000000000512,True,1
2158,14,-0.5599999999999978,-0.45999999999999774,True,1,0.06500000000000083,0.17500000000000115,True,1,-0.28499999999999936,-0.25499999999999934,True,1,-0.275,-0.7700000000000475,-0.5700000000000518,True,1
2159,14,-0.5599999999999978,-0.45999999999999774,True,1,0.07500000000000107,0.18000000000000105,True,1,-0.28499999999999936,-0.25499999999999934,True,1,-0.275,-0.7600000000000477,-0.5700000000000518,True,1
2160,14,-0.5199999999999978,-0.47999999999999776,True,1,0.08000000000000096,0.130000000000001,True,1,-0.27999999999999936,-0.25999999999999934,True,1,-0.275,-0.6600000000000499,-0.5700000000000518,True,1
2161,14,-0.4999999999999978,-0.45999999999999774,False,1,0.05500000000000105,0.1150000000000011,True,1,-0.28499999999999936,-0.26499999999999935,True,1,-0.275,-0.6700000000000497,-0.5700000000000518,True,1
2162,14,-0.5799999999999979,-0.47999999999999776,True,1,0.08000000000000096,0.18000000000000105,True,1,-0.28999999999999937,-0.25999999999999934,True,1,-0.275,-0.7900000000000471,-0.5900000000000514,True,1
2163,14,-0.5199999999999978,-0.47999999999999776,True,1,0.07000000000000095,0.1250000000000009,True,1,-0.28499999999999936,-0.26499999999999935,True,1,-0.275,-0.7200000000000486,-0.610000000000051,True,1
2164,14,-0.5599999999999978,-0.45999999999999774,True,1,0.04500000000000082,0.140000000000001,True,1,-0.2949999999999994,-0.26499999999999935,True,1,-0.275,-0.7900000000000471,-0.5900000000000514,True,1
2165,14,-0.5199999999999978,-0.45999999999999774,True,1,0.05500000000000105,0.140000000000001,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.7100000000000488,-0.560000000000052,True,1
2166,14,-0.5199999999999978,-0.47999999999999776,True,1,0.08000000000000096,0.140000000000001,True,1,-0.27999999999999936,-0.26499999999999935,True,1,-0.275,-0.6800000000000495,-0.5700000000000518,True,1
2167,14,-0.5399999999999978,-0.45999999999999774,True,1,0.05000000000000093,0.1450000000000009,True,1,-0.2949999999999994,-0.25999999999999934,True,1,-0.275,-0.750000000000048,-0.5800000000000516,True,1
2168,14,-0.5199999999999978,-0.4399999999999977,True,1,0.04500000000000082,0.1250000000000009,True,1,-0.28999999999999937,-0.26499999999999935,True,1,-0.275,-0.6800000000000495,-0.560000000000052,True,1
2169,14,-0.5199999999999978,-0.4399999999999977,True,1,0.05500000000000105,0.1250000000000009,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.700000000000049,-0.5700000000000518,True,1
2170,14,-0.5199999999999978,-0.4399999999999977,True,1,0.05000000000000093,0.13500000000000112,True,1,-0.28499999999999936,-0.25499999999999934,True,1,-0.275,-0.7100000000000488,-0.560000000000052,True,1
2171,14,-0.5399999999999978,-0.47999999999999776,True,1,0.06500000000000083,0.1250000000000009,True,1,-0.28499999999999936,-0.26499999999999935,True,1,-0.275,-0.7400000000000482,-0.6200000000000507,True,1
2172,14,-0.5399999999999978,-0.45999999999999774,True,1,0.06500000000000083,0.1450000000000009,True,1,-0.28999999999999937,-0.26499999999999935,True,1,-0.275,-0.7300000000000484,-0.5800000000000516,True,1
2173,14,-0.5399999999999978,-0.47999999999999776,True,1,0.06000000000000094,0.1250000000000009,True,1,-0.27999999999999936,-0.25999999999999934,True,1,-0.275,-0.7400000000000482,-0.610000000000051,True,1
2174,14,-0.5199999999999978,-0.45999999999999774,True,1,0.05000000000000093,0.1250000000000009,True,1,-0.28499999999999936,-0.26499999999999935,True,1,-0.275,-0.7200000000000486,-0.5800000000000516,True,1
2175,14,-0.5599999999999978,-0.47999999999999776,True,1,0.07000000000000095,0.16000000000000103,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.7900000000000471,-0.610000000000051,True,1
2176,14,-0.5199999999999978,-0.4399999999999977,True,1,0.05500000000000105,0.140000000000001,True,1,-0.28999999999999937,-0.25999999999999934,True,1,-0.275,-0.6900000000000492,-0.5400000000000524,True,1
2177,14,,,False,0,,,False,0,,,False,0,-0.275,,,False,0
2178,14,-0.5199999999999978,-0.4399999999999977,True,1,0.05000000000000093,0.120000000000001,True,1,-0.28999999999999937,-0.26499999999999935,True,1,-0.275,-0.6900000000000492,-0.5700000000000518,True,1
2179,14,-0.5199999999999978,-0.47999999999999776,True,1,0.07000000000000095,0.1150000000000011,True,1,-0.27999999999999936,-0.26999999999999935,True,1,-0.275,-0.6800000000000495,-0.6000000000000512,True,1
2180,14,,,False,0,,,False,0,,,False,0,-0.275,,,False,0
2181,14,-0.5199999999999978,-0.4399999999999977,True,1,0.040000000000000924,0.1250000000000009,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.700000000000049,-0.560000000000052,True,1
2182,14,-0.5199999999999978,-0.45999999999999774,True,1,0.05500000000000105,0.130000000000001,True,1,-0.28999999999999937,-0.26499999999999935,True,1,-0.275,-0.7100000000000488,-0.5700000000000518,True,1
2183,14,-0.5199999999999978,-0.45999999999999774,True,1,0.030000000000000915,0.11000000000000099,True,1,-0.28999999999999937,-0.26499999999999935,True,1,-0.275,-0.750000000000048,-0.5900000000000514,True,1
2184,14,-0.5399999999999978,-0.4399999999999977,True,1,0.04500000000000082,0.1450000000000009,True,1,-0.2949999999999994,-0.25999999999999934,True,1,-0.275,-0.7600000000000477,-0.5700000000000518,True,1
2185,14,-0.5999999999999979,-0.4999999999999978,True,1,0.08000000000000096,0.18500000000000094,True,1,-0.28499999999999936,-0.25499999999999934,True,1,-0.275,-0.840000000000046,-0.610000000000051,True,1
2186,14,-0.5199999999999978,-0.45999999999999774,True,1,0.06500000000000083,0.1450000000000009,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.7200000000000486,-0.5800000000000516,True,1
2187,14,-0.5199999999999978,-0.47999999999999776,True,1,0.07000000000000095,0.130000000000001,True,1,-0.28499999999999936,-0.26499999999999935,True,1,-0.275,-0.700000000000049,-0.6000000000000512,True,1
2188,14,-0.5599999999999978,-0.47999999999999776,True,1,0.07500000000000107,0.16000000000000103,True,1,-0.28499999999999936,-0.26499999999999935,True,1,-0.275,-0.7700000000000475,-0.610000000000051,True,1
2189,14,-0.5599999999999978,-0.47999999999999776,True,1,0.06000000000000094,0.15000000000000102,True,1,-0.28999999999999937,-0.26499999999999935,True,1,-0.275,-0.7700000000000475,-0.6000000000000512,True,1
2190,14,-0.5599999999999978,-0.47999999999999776,True,1,0.07000000000000095,0.16500000000000092,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.7600000000000477,-0.5800000000000516,True,1
2191,14,-0.5399999999999978,-0.45999999999999774,True,1,0.05500000000000105,0.140000000000001,True,1,-0.28999999999999937,-0.26499999999999935,True,1,-0.275,-0.750000000000048,-0.5900000000000514,True,1
2192,14,-0.5399999999999978,-0.45999999999999774,True,1,0.06000000000000094,0.15000000000000102,True,1,-0.2949999999999994,-0.26499999999999935,True,1,-0.275,-0.7900000000000471,-0.610000000000051,True,1
2193,14,-0.5399999999999978,-0.47999999999999776,True,1,0.07500000000000107,0.15500000000000114,True,1,-0.28999999999999937,-0.26999999999999935,True,1,-0.275,-0.750000000000048,-0.6000000000000512,True,1
2194,14,-0.5199999999999978,-0.45999999999999774,True,1,0.07500000000000107,0.15500000000000114,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.6800000000000495,-0.5500000000000522,True,1
2195,14,-0.5399999999999978,-0.4399999999999977,True,1,0.05500000000000105,0.15000000000000102,True,1,-0.28999999999999937,-0.25999999999999934,True,1,-0.275,-0.700000000000049,-0.5300000000000527,True,1
2196,14,-0.5399999999999978,-0.4999999999999978,True,1,0.08500000000000085,0.140000000000001,True,1,-0.27999999999999936,-0.25999999999999934,True,1,-0.275,-0.7300000000000484,-0.6200000000000507,True,1
2197,14,-0.5199999999999978,-0.4399999999999977,True,1,0.040000000000000924,0.1250000000000009,True,1,-0.28499999999999936,-0.25999999999999934,True,1,-0.275,-0.700000000000049,-0.5500000000000522,True,1
2198,14,-0.5399999999999978,-0.45999999999999774,True,1,0.06000000000000094,0.1450000000000009,True,1,-0.28499999999999936,-0.25499999999999934,True,1,-0.275,-0.7300000000000484,-0.5700000000000518,True,1
2199,14,-0.5599999999999978,-0.45999999999999774,True,1,0.06500000000000083,0.16000000000000103,True,1,-0.2949999999999994,-0.26499999999999935,True,1,-0.275,-0.750000000000048,-0.5800000000000516,True,1
